Language;Hash;Sentence
en_US;c4fa9c71622de9bcc122d4d3fb0f3983;{name1} and {name count others} smiled {product1} and {product2}.
en_US;c566a764793d7b559bf30f7975e47d30;{number} You and others smiled this.
en_US;c6bd701ea8a1ce3d2504a200e9ac5d7d;{name1} and {name2} smiled {product1} and {product count other products}.
en_US;caa61a668819ae5c397e998299b021ff;{name1} and {name2} smiled {content1} at {sent_aux_a}. {sent_aux_b}
en_US;cef0c0006b86c903a4e85d369cc6d202;{name} smiled {number} at {sent_aux_a} contents {sent_aux_b}. {sent_aux_c}
en_US;d00330f9575cee1ffdc3696d226a445c;{name1} smiled {content count contents}.
en_US;d02de693abf547c7249d25a596156ce0;{name1} and {name2} smiled {product1} at {sent_aux_a}. {sent_aux_b}
en_US;d586713387465927a064b893a55e23a3;contents he smiled
en_US;d8649f3da17ee5e27b6df8289b981033;contents she smiled
en_US;dad30afc20d54a8e3e52eddfa9c5cb7b;{name} a product smiled
en_US;dd59ef612cef0813faff066fe33f90db;{name1} smiled {content1}.
en_US;e1b5e320f1d7b055ae880ffbafd7791c;{name1} smiled a product.
en_US;e417ff5d16b03f712dbfaa83954c8d26;{name1} and {name2} smiled a content.
en_US;e61bc0bcf012c0f4986b04a69e35318e;{name1} smiled a content.
en_US;e85ca0883bf4574168f17dc5e7e213b8;{name} smiled {number} contents.
en_US;e9e7c0b4643c17d43b39d54e83fae88b;{name1} You and smiled this.
en_US;eda9d763220f65a0a9e7cb27d3a4e549;{name1} and {name count others} smiled {sent_aux_a} at {sent_aux_b} a {sent_aux_c} product.
en_US;eefd869fe5e2d064e70c77afaf48b463;contents they smiled
en_US;f2b87a1ae398b31b6b49067b00b115f1;{name1} smiled {content1} and {content count other contents}.
en_US;f3d168407e601ef007318cea96a1ca95;{name1} and {name count others} smiled {product1}.
en_US;f7b2e5d56bfe9e554f86591da01f4f4f;a content you smiled
en_US;f80f27a9d59f2d3a364acc8e986268ba;products you smiled
en_US;fa7433fb1fd80fac659e73e2f6947f59;{name} smiled {sent_aux_a} at {sent_aux_b} a {sent_aux_c} product.
en_US;fa9c193564ad1bc2d41517b4c5a4a5ca;{name1} smiled {content1} and {content2}.
en_US;fb377036856b7aa57f68ad18760e4ad5;{name} products smiled
en_US;fcdce76ecd0793ef51633fe7ab807a7a;{name1} smiled {product count products} at {sent_aux_a}. {sent_aux_b}
en_US;fcf52f02ba250cc3ef1c76084f91b2d6;products he smiled
en_US;fec1e979afe71413f43186fd42a0cf82;{name count} You and others smiled this.
