1b8e811efb82af7f91a93a083f65644f;{name1} and {name2} smiled at {content1} and {content count other contents} on {GetSocial C ac}.;{name1} y {name2} le sonrieron a {content1} y {content count other contents} en {GetSocial C ac}.
1b9ac469a3ec50e3b056946f112008fa;{name} is reacting to {number} products on {application}.;
1bbbf20732d9a67d772067f30379d26d;{name1} and {name count others} are disagreeing with {content1} and {content count other contents} on {GetSocial C ac}.;
1bbef37b45e05740ab03404bf12b92e2;{name1} disapproved this.;{name1} desaprueba esto.
1bcacbfe5c0b47706718cf3a58369bdb;{name1} and {name count others} demanded {product1} and {product count other products} on {GetSocial C ac}.;{name1} y {name count others} solicitan {product1} and {product count other products} en {GetSocial C ac}.
1c07fac3d406f64bc86df2d44bd9147e;a content she disapproved;un contenido que ella desaprueba
1c30d0a9950e39fe9a48607a50364687;{name1} and {name2} are having {product count products} on {GetSocial C ac}.;
fe1f14a9258530f567caf28c7cd91003;{count} products;
1c6b710a7aa0bc012b57c2068ecb3cb9;{name1} and {name2} suggested {product1} and {product2} on {GetSocial C ac}.;{name1} y {name2} recomiendan {product1} y {product2} en {GetSocial C ac}.
1c7bd71d9c09e1e568fa3bd7a48c142f;Is reacting to {product1} on {GetSocial C ac}.;
1cda56c507f005200ea150bf2844c2bc;{name1} and {name count others} are protesting at {content1} and {content2} on {GetSocial C ac}.;
1ce031eacf6dade87b8f0e0028c51346;{name1} is approving {content count contents} on {GetSocial C ac}.;
1cef8818b64b0e77742f28df38f05531;Is agreeing with {content1}.;
1cf262c89ba7a2d8583fb8b864edb39c;products they thought about;produtos sobre los cuales ellos pensaron algo
1cf7ae417fceb875fb27f6d0c70292cb;{name1} and {name count others} are agreeing with {content1} and {content count other contents} on {GetSocial C ac}.;
1d234c7f28870d494498b53674d0d952;{name1} is disagreeing with {content1} and {content2} on {GetSocial C ac}.;
1d2a06c64c9c6ddc41277940e4598bb6;{name1} and {name count others} are loving {product1} and {product2} on {GetSocial C ac}.;
1d35f1e94f3d6e77f2a276f5e912f20d;{name} smiled at {number} contents on {application}.;{name} le sonrió a {number} contenidos en {application}.
1d7962cc34a4f9b2dc62b55fb4d6e602;a product {name} demanded;un producto que {name} solicita
1dd004f39a811743fa9de44531037e79;{name1} and {name count others} are smiling at {product1} on {GetSocial C ac}.;
1e3e4421f34fd33cb07fe293075154f3;{number} others lolled at this.;{number} otros se rieron a carcajadas de esto.
1e7cb3960020e785ff6f9e4af860a361;{name1} and {name count others} sent you {=a content and other requests}.;
1e9d8db53d114e7329bc9d0e1c3fcd45;{name1} smiled at {product1}.;{name1} le sonrió a {product1}.
1f2ef5e1ecb60e5d538b250d71810f57;{name1} reacted to a content on {GetSocial C ac}.;{name1} ha reaccionado a un contenido en {GetSocial C ac}.
1f771203cc7a6f62e2cf9c9df4e2dd06;{name1} and {name2} sent you {=a product}.;
1f85010c4521b579a14a9d5ad5162688;{name1} and {name count others} are agreeing with a content on {GetSocial C ac}.;
1fbc66f2dcf3d2bde82de29c1a6e5ee6;{name} reacted to a content.;{name} ha reaccionado a un contenido.
1fd31073c28516c683c63837b34862d1;{name1} and {name count others} are needing a product on {GetSocial C ac}.;
1ffc170a66ffed17c49458898aeae4de;{name1} is reacting to a product on {GetSocial C ac}.;
1ffea1384278291cae3bc503fa49ef93;{name1} loved {product1} and {product count other products} on {GetSocial C ac}.;{name1} ama {product1} y {product count other products} en {GetSocial C ac}.
2015b2f667732b213b7ed4dc7667c57a;{number} others agreed with this. Be the first of your friends.;{number} otros están de acuerdo con esto. Sé el primero de tus amigos.
203a36dd7d5f6632f0328b0cb490e2a0;contents she reacted to;contenidos a los cuales ella ha reaccionado
208a3fb081ce6adf19dbefb1e31b524e;a product you had;un producto que usted tiene
20ba61760ccfa1a46066b7c0f7d71e3c;{name1} and {name count others} had {product1} and {product count other products} on {GetSocial C ac}.;{name1} y {name count others} tienen {product1} y {product count other products} en {GetSocial C ac}.
20c22385c7c56264d9bf0489e4fa181a;You and 1 other thought about this.;Usted y alguien pensaron algo sobre esto.
20da8a9489403e412ffcac7f900438c5;{name1} and {name count others} are applauding {content1} on {GetSocial C ac}.;
20ec25ea7de3435ec2eb2c2399eaaf37;{name1} and {name count others} agreed with {content1} and {content2} on {GetSocial C ac}.;{name1} y {name count others} están de acuerdo con {content1} y {content2} en {GetSocial C ac}.
20f211854ca86e1953086905b89eb718;{name1} and {name count others} applauded {content1} on {GetSocial C ac}.;{name1} y {name count others} aplaudieron {content1} en {GetSocial C ac}.
211ef109d894482d0ad8dbf7b564f211;{name1} and {name count others} asked you for {=a product}.;
2142f720550532460173289a12f78076;{name1} and {name count others} are agreeing with {content1} on {GetSocial C ac}.;
21acda53b63f277d5966ca5ac78ad7e5;{name} lolled at {number} products.;{name} se rió a carcajadas de {number} productos.
21e5a0498886d5d8931ba872a23e8a47;a product he thought about;un producto sobre el que él ha pensado algo
21f7a252c7ed58351b525b8aecc32430;a content she reacted to;un contenido al que ella ha reaccionado
21fe16a524b5be576e1d7c803b4d6acf;{name1} and {name count others} smiled at {product count products} on {GetSocial C ac}.;{name1} y {name count others} le sonrieron a {product count products} en {GetSocial C ac}.
21ffba8b0899e66135a3f0885672e463;{name1} and {name count} others opposed this.;{name1} y {name count} otros se oponen a esto.
220e34ac520ec7781956f425d9904cd9;{name1} and {name count others} are opposing {content count contents} on {GetSocial C ac}.;
220f0c39a778319772f9ca86905a0eb6;a content they approved;un contenido que ellos aprobaron
2222eeccd070ace2148a8fa412263161;{name1} and {name2} are fancying {product count products} on {GetSocial C ac}.;
2242e80dc0599b64c3ea3a2e0a11fcda;{name1} is suggesting {content1} and {content count other contents} on {GetSocial C ac}.;
224b2d901aca67e3253f1c7801bfebf8;{name1} and {name count others} are thinking about {content1} and {content2} on {GetSocial C ac}.;
228137e26599c110388875e43d2db225;{name} is reacting to {number} contents on {application}.;
229fc75b1ae97e4c9cedf4af86ff3d0f;{name1} had this.;{name1} tienen esto.
22e2958441d77190c010d1a1f5655d66;a product you wished;un producto que usted desea
22fda7a11e86cab77ba5f00f904d736d;{name1} and {name count others} applauded a content on {GetSocial C ac}.;{name1} y {name count others} aplaudieron un contenido en {GetSocial C ac}.
